"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.20252363979892e-24,-0.880822116911947,0.122,0.355,1.03393475710908e-19,"10","Nmnat2"
3.47620667418916e-24,-0.90083989582289,0.124,0.36,1.12229332476197e-19,"10","Syt16"
3.64895423554359e-24,-0.630210628484562,0.854,0.775,1.17806487494525e-19,"10","Fubp1"
3.97491588852894e-24,0.415605101289707,0.986,0.847,1.28330159461157e-19,"10","Ftl1"
4.22953796878906e-24,-0.929867706146031,0.144,0.374,1.36550633322355e-19,"10","Scn3a"
4.63882967477964e-24,0.267109689784322,0.718,0.374,1.49764616050261e-19,"10","Mapre1"
4.83672370258488e-24,-0.853317948941059,0.152,0.38,1.56153624737953e-19,"10","Arnt2"
5.31913030606843e-24,-1.12675209622169,0.152,0.38,1.71728121931419e-19,"10","Macrod1"
5.79613148023246e-24,0.53009334809989,0.956,0.729,1.87128104839305e-19,"10","Rps3"
7.90631797772834e-24,-1.15403143206428,0.489,0.581,2.55255475910959e-19,"10","Sobp"
8.33137331093617e-24,-0.912691139814166,0.196,0.408,2.68978387343574e-19,"10","Celf3"
8.81203083092953e-24,-0.986203185785806,0.351,0.502,2.8449641537656e-19,"10","1110051M20Rik"
1.12862787048736e-23,0.266311142511383,0.331,0.129,3.64377507986846e-19,"10","Gm28376"
1.14613951323744e-23,-0.879412655052573,0.575,0.614,3.70031141848708e-19,"10","Nsd2"
1.14710437854854e-23,-0.872393210217077,0.119,0.349,3.70342648614398e-19,"10","A830082K12Rik"
1.50826424790504e-23,-0.853290316893423,0.127,0.353,4.86943112436142e-19,"10","Cacng4"
1.5126269584456e-23,0.366513954386919,0.635,0.345,4.88351613534161e-19,"10","Txn1"
1.58416706890666e-23,-1.03855232702669,0.29,0.472,5.11448338196516e-19,"10","Bhlhe22"
2.01053281090423e-23,0.381954489256973,0.826,0.513,6.4910051800043e-19,"10","Kif2a"
2.11757562002896e-23,-0.901164626268376,0.318,0.494,6.83659288926349e-19,"10","1500004A13Rik"
2.17337111143209e-23,0.437835203614473,0.845,0.527,7.01672863325849e-19,"10","Eef1b2"
2.24963932013772e-23,-0.810678553497293,0.619,0.632,7.26296054506462e-19,"10","Myef2"
2.26569994475405e-23,-0.912940313329289,0.663,0.67,7.31481227163846e-19,"10","Ptpn4"
2.47690335500511e-23,-1.05950863202231,0.293,0.472,7.99668248163399e-19,"10","Gpr137c"
2.56470814323072e-23,-0.82081128074066,0.152,0.379,8.28016024042039e-19,"10","Fam110b"
2.67586072754869e-23,-1.01477181300189,0.086,0.315,8.63901635889095e-19,"10","Sema5b"
2.85086151032269e-23,-0.901316801416522,0.359,0.515,9.20400638607681e-19,"10","Aplp1"
3.27353955131817e-23,-0.817886739019799,0.71,0.688,1.05686224414307e-18,"10","Thra"
3.53697065611975e-23,0.350144414266285,0.856,0.524,1.14191097632826e-18,"10","Rab14"
3.64425610390711e-23,-0.968438951575929,0.401,0.522,1.17654808314641e-18,"10","Kdm2b"
3.8473296621931e-23,-0.943284193174526,0.099,0.329,1.24211038143904e-18,"10","Gm28175"
4.02654058914019e-23,-0.839816166228712,0.116,0.345,1.29996862920391e-18,"10","Tmem178"
5.0707222241593e-23,0.297257926774155,0.721,0.409,1.63708267006983e-18,"10","Cst3"
5.15037899586348e-23,-0.962343011002345,0.373,0.521,1.66279985881453e-18,"10","Slc24a5"
6.14274781332567e-23,-1.16303054417453,0.144,0.367,1.98318613153219e-18,"10","Nrcam"
6.37780451095035e-23,-0.865116918295587,0.086,0.316,2.05907418636032e-18,"10","Mir124-2hg"
7.63791464581388e-23,-0.886959936846048,0.641,0.65,2.46590074340101e-18,"10","Kat6b"
8.29016924822665e-23,0.521476558612108,0.945,0.794,2.67648114178997e-18,"10","Rpl6"
8.6926727257918e-23,-1.02657936969273,0.146,0.362,2.80642938952188e-18,"10","Vcan"
9.36518906414984e-23,-0.765722250227017,0.71,0.688,3.02355128936078e-18,"10","Hnrnph3"
1.2276617879865e-22,-0.778859088125298,0.099,0.326,3.96350608251442e-18,"10","Masp1"
1.32002547261751e-22,0.468579821709783,0.92,0.669,4.26170223834562e-18,"10","Sorbs1"
1.43748649825882e-22,-0.759480607140105,0.086,0.311,4.6409251596286e-18,"10","Epb41l3"
1.4922364072201e-22,-0.978084572354,0.472,0.559,4.81768524071009e-18,"10","Gng2"
1.50130663263481e-22,-0.907609104190894,0.351,0.506,4.84696846346149e-18,"10","Acaca"
1.578250609708e-22,0.438023475849434,0.959,0.761,5.09538209344227e-18,"10","Rplp0"
1.63822432517418e-22,0.480243812562795,0.931,0.723,5.28900723382484e-18,"10","Rpl13a"
1.66249519694026e-22,0.266893478602833,0.71,0.381,5.36736574332164e-18,"10","Arpc5"
1.69725214482306e-22,0.356272722775906,0.856,0.521,5.47957854956126e-18,"10","Nckap1"
1.75079841008291e-22,0.462075657575826,0.964,0.783,5.65245266695268e-18,"10","Rplp1"
1.87167941363453e-22,0.283781369967334,0.715,0.378,6.04271698691908e-18,"10","Eif3k"
1.97852000633754e-22,-0.763851808085556,0.105,0.33,6.38765184046076e-18,"10","Phactr3"
1.9964548768118e-22,0.371221344888446,0.773,0.455,6.44555456978688e-18,"10","Grcc10"
2.30140252099416e-22,-0.846453358577772,0.155,0.373,7.43007803902965e-18,"10","Rnf182"
2.35519591283919e-22,-0.910683195784174,0.564,0.609,7.60375000460131e-18,"10","Dapk1"
2.59505758998515e-22,-0.725742554572771,0.807,0.719,8.37814342926705e-18,"10","Fnbp1l"
2.70353238153448e-22,-1.4611933347762,0.124,0.34,8.72835429378408e-18,"10","Slc1a3"
2.82935618598912e-22,0.312478235400385,0.715,0.39,9.13457644646588e-18,"10","Cox7a2l"
2.89344113090805e-22,0.706323939945277,0.992,0.898,9.34147469113665e-18,"10","Tmsb10"
2.90924147742219e-22,0.389901070120265,0.854,0.549,9.39248610985755e-18,"10","Atp5b"
3.07231055638871e-22,-0.809114114067831,0.669,0.662,9.91895463130094e-18,"10","Bzw2"
3.45840259914723e-22,-1.03309165148191,0.884,0.798,1.11654527913468e-17,"10","Nfia"
3.60626950738084e-22,-0.933239608553842,0.331,0.486,1.16428411045791e-17,"10","E130307A14Rik"
4.32340505693192e-22,-0.730065846112093,0.779,0.711,1.39581132263047e-17,"10","Apc"
4.32551209060808e-22,0.43336382694283,0.972,0.801,1.39649157845282e-17,"10","Rpl18"
5.44411317234765e-22,0.442013785415506,0.961,0.801,1.75763193769244e-17,"10","Rpl18a"
5.73626124850889e-22,-0.837350549671837,0.075,0.296,1.85195194408109e-17,"10","Col11a1"
6.12768034052432e-22,-0.932841340089026,0.135,0.35,1.97832159793828e-17,"10","Cacnb4"
7.57227917189465e-22,-1.1635074531346,0.227,0.43,2.44471033064619e-17,"10","9130024F11Rik"
8.29108038230759e-22,-1.11595757437613,0.204,0.401,2.67677530142801e-17,"10","Nrn1"
8.63235827142335e-22,-0.784933710661351,0.122,0.337,2.78695686792903e-17,"10","Draxin"
9.61340650285004e-22,0.282320686554584,0.807,0.457,3.10368828944513e-17,"10","Ap2b1"
1.02125831998659e-21,0.448399706035566,0.972,0.815,3.29713248607669e-17,"10","Rpsa"
1.0654506000719e-21,0.30230930258397,0.671,0.363,3.43980726233213e-17,"10","Tuba1b"
1.15631680309346e-21,0.5266425241869,0.942,0.714,3.73316879878724e-17,"10","Rps4x"
1.41744128772324e-21,0.262481140317031,0.807,0.455,4.57620919741449e-17,"10","Btbd7"
1.53563196013643e-21,0.266296248616282,0.751,0.427,4.95778778330045e-17,"10","Eif4g1"
1.62194239879605e-21,0.302328771146456,0.732,0.401,5.23644103451305e-17,"10","Atp5d"
1.86270954815101e-21,-0.857773694677309,0.171,0.379,6.01375777620553e-17,"10","Ddr1"
2.08103475777591e-21,-0.66192110764188,0.87,0.783,6.71862071547952e-17,"10","Exoc4"
2.17568319087191e-21,-0.777534197976534,0.246,0.444,7.02419318172995e-17,"10","Cadm4"
2.34386107903612e-21,-0.782024277474904,0.746,0.687,7.56715549366813e-17,"10","Fam172a"
2.50443818345576e-21,0.272461676716053,0.544,0.284,8.08557867528691e-17,"10","Sec61b"
2.78992928409812e-21,-0.888640312650473,0.337,0.479,9.00728669371078e-17,"10","Atat1"
2.86479245777325e-21,-0.936226281759031,0.243,0.423,9.24898244992095e-17,"10","Pgap1"
2.97409262293995e-21,-0.857619952474095,0.094,0.308,9.60185803316163e-17,"10","Kcnn3"
3.40008557493927e-21,-0.787319641194932,0.122,0.338,1.09771762786914e-16,"10","Pou2f2"
3.53790897259616e-21,-0.929752804609744,0.29,0.457,1.14221391180267e-16,"10","Hist3h2ba"
3.80304757958042e-21,0.321469888542575,0.787,0.463,1.22781391106754e-16,"10","Hspa4"
4.09838479530678e-21,-0.996190430485405,0.141,0.345,1.3231635311648e-16,"10","Slc17a6"
4.3734053514228e-21,0.508363751589992,0.948,0.768,1.41195391770685e-16,"10","Rps3a1"
4.63428065815113e-21,0.404154303769649,0.815,0.497,1.49617751048409e-16,"10","Sem1"
4.99573879383471e-21,-0.675749635774791,0.072,0.286,1.61287426958954e-16,"10","Prelid3a"
5.27701018884105e-21,-0.690607137912107,0.052,0.266,1.70368273946733e-16,"10","Ksr2"
5.456577653234e-21,-0.720309833712009,0.133,0.342,1.7616560953466e-16,"10","Amer2"
5.7390195115756e-21,0.456889596595423,0.97,0.866,1.85284244931218e-16,"10","Rpl13"
6.10496588136782e-21,-0.884443630587686,0.224,0.41,1.9709882347996e-16,"10","Igsf3"
7.18131143252172e-21,-0.975667066957568,0.177,0.377,2.31848639598964e-16,"10","Mdga1"
7.32688302562146e-21,-0.765294833587256,0.18,0.383,2.36548418482189e-16,"10","Grik5"
8.99124534462542e-21,-0.701453739395917,0.094,0.305,2.90282355951232e-16,"10","Rab11fip4"
9.57350828038845e-21,-0.791900790660963,0.113,0.324,3.09080714832341e-16,"10","Cacna1b"
9.67837428046196e-21,-1.48018214071608,0.773,0.713,3.12466313644715e-16,"10","Plcb1"
9.93022990144611e-21,-0.841792664434427,0.566,0.607,3.20597472368188e-16,"10","Dhx30"
1.29472785894349e-20,-0.960311084247907,0.149,0.351,4.18002889259906e-16,"10","Ntng2"
1.36314049328075e-20,-0.932653632037069,0.094,0.304,4.40089908255689e-16,"10","Fstl5"
1.37296593941719e-20,0.255003937753842,0.776,0.433,4.43262053540839e-16,"10","Lrch3"
1.45798164960426e-20,0.384897140365982,0.925,0.661,4.70709375574734e-16,"10","Csnk1a1"
1.57445183720085e-20,-0.77034570754634,0.157,0.358,5.08311775640294e-16,"10","Gm9801"
1.71253936513722e-20,-0.76687230170198,0.066,0.276,5.52893334034551e-16,"10","Adam23"
1.7915469763013e-20,-0.862096320847017,0.309,0.465,5.78400941298876e-16,"10","Gpc2"
1.89642045530882e-20,0.461704643587382,0.925,0.641,6.12259343996453e-16,"10","Rpl29"
1.95328501929208e-20,0.375932923942118,0.961,0.716,6.30618068478448e-16,"10","Nisch"
2.12977078649493e-20,-0.727632403177676,0.163,0.367,6.87596498419888e-16,"10","Lrrc4b"
2.36570851594746e-20,0.357504903825663,0.809,0.51,7.63768994373637e-16,"10","Atp5g2"
2.46588211244588e-20,0.288333122386575,0.704,0.388,7.96110040003154e-16,"10","Myl12b"
2.56654660495449e-20,-0.671614676644206,0.751,0.698,8.28609571409558e-16,"10","Luc7l3"
2.67781638321172e-20,-0.767923992172382,0.135,0.338,8.64533019319905e-16,"10","L1cam"
2.69033770421556e-20,-1.13225735789731,0.215,0.395,8.68575527805995e-16,"10","Prkca"
2.7624832786982e-20,0.545650728635542,0.948,0.755,8.91867726527713e-16,"10","Rps14"
3.94911241946805e-20,0.34406210645938,0.884,0.569,1.27497094462526e-15,"10","Atp5a1"
4.03677697386821e-20,0.63715846052953,0.942,0.763,1.30327344601335e-15,"10","Rps20"
4.38948818636111e-20,0.320505757568462,0.84,0.501,1.41714626096668e-15,"10","Map4"
5.0446083626264e-20,-1.09861363618046,0.365,0.488,1.62865180987393e-15,"10","2610035D17Rik"
5.21016539199471e-20,-1.14778713684091,0.105,0.31,1.68210189680549e-15,"10","Slc4a4"
5.33001546954251e-20,-0.758529182879602,0.163,0.357,1.7207954943418e-15,"10","Fsd1l"
5.54863586441918e-20,0.334458684126613,0.914,0.623,1.79137708882773e-15,"10","Prrc2c"
6.02738436151551e-20,0.253085148481888,0.837,0.499,1.94594104111528e-15,"10","Tnks2"
6.11009474538737e-20,-0.497109211941245,0.914,0.82,1.97264408854831e-15,"10","Gsk3b"
7.84785786147909e-20,-0.781414847008949,0.213,0.401,2.53368091057852e-15,"10","Lrp1"
7.97551247147716e-20,-0.792832063367876,0.583,0.608,2.5748942014164e-15,"10","Camta1"
8.04975437949275e-20,-0.65027248702272,0.829,0.763,2.59886320141923e-15,"10","Dip2c"
8.89297225577569e-20,0.353100658449578,0.843,0.534,2.87109609277718e-15,"10","Ptpn12"
1.0673001327116e-19,-0.612992993133027,0.064,0.268,3.44577847845939e-15,"10","Zfhx2os"
1.1871923529213e-19,-0.826392552237388,0.68,0.656,3.83285051140641e-15,"10","Ncoa1"
1.29036484159564e-19,0.293741393976776,0.704,0.405,4.16594289109154e-15,"10","Rpl36al"
1.30224491766577e-19,-0.85406412843848,0.29,0.441,4.20429771668392e-15,"10","Mex3a"
1.59077871243595e-19,-0.745511531813488,0.229,0.417,5.13582907309946e-15,"10","Cxadr"
1.6120742175411e-19,0.354300424482388,0.845,0.541,5.20458161133143e-15,"10","Gnb2"
1.87467351898797e-19,-0.894529349651683,0.116,0.317,6.05238345605266e-15,"10","Sema3a"
1.96631120890204e-19,-0.752471944575439,0.152,0.349,6.34823573794025e-15,"10","Fam171b"
2.10226723320403e-19,-0.66520370738753,0.771,0.73,6.7871697623992e-15,"10","Phf21a"
2.18206189212092e-19,-0.845224534158464,0.298,0.45,7.04478681871238e-15,"10","Megf9"
2.24360865668672e-19,-0.847902373896957,0.097,0.296,7.24349054811309e-15,"10","Tafa5"
2.25955352187998e-19,-0.925570807159047,0.251,0.427,7.29496854538952e-15,"10","Gap43"
2.50404349326375e-19,-0.890142610168576,0.086,0.284,8.08430441800203e-15,"10","Gm2164"
2.64772205727375e-19,0.250456715530324,0.771,0.443,8.54817066190829e-15,"10","G3bp1"
2.91050617652792e-19,-0.946668239650497,0.472,0.549,9.3965691909204e-15,"10","Ralgapa2"
3.48838795322089e-19,-0.747752320959692,0.155,0.35,1.12622605069736e-14,"10","Jph4"
3.58591363177273e-19,-1.30798500279902,0.08,0.28,1.15771221601783e-14,"10","Gm20754"
4.00523087334984e-19,-1.52970337199605,0.215,0.393,1.29308878746099e-14,"10","Gria4"
4.44955313597765e-19,-0.845379304731542,0.528,0.581,1.43653822995038e-14,"10","Dclk2"
4.92754307581576e-19,-0.578419366999203,0.831,0.745,1.59085728202712e-14,"10","Pabpn1"
5.18191304471112e-19,0.32535791260727,0.856,0.568,1.67298062648499e-14,"10","Scd2"
5.49770348699238e-19,-0.970965224106796,0.124,0.318,1.77493357077549e-14,"10","Ntrk2"
5.54404406252791e-19,-1.53767830374003,0.141,0.329,1.78989462558714e-14,"10","Zfpm2"
5.6500420064172e-19,-0.78781524713697,0.619,0.614,1.82411606177179e-14,"10","Maco1"
5.74604098801573e-19,-0.821641626546932,0.185,0.373,1.85510933298088e-14,"10","Sez6"
6.49776479132421e-19,-0.78647394549124,0.575,0.59,2.09780336287902e-14,"10","Cep170"
6.68401615267559e-19,-0.645826264577265,0.829,0.751,2.15793461489131e-14,"10","Chd3"
7.13611776127516e-19,-0.894141856955862,0.169,0.355,2.30389561922769e-14,"10","Pou3f1"
9.39182739584659e-19,-0.8262201706205,0.282,0.432,3.03215147474907e-14,"10","Pfn2"
9.69425847551288e-19,-0.912118824913407,0.05,0.243,3.12979134881933e-14,"10","Ryr3"
1.00170096569298e-18,0.321070337613556,0.906,0.648,3.23399156773978e-14,"10","Rab2a"
1.08117928193696e-18,-0.688984522897526,0.044,0.236,3.49058731173348e-14,"10","Gm16152"
1.18957903893786e-18,-0.723439447440498,0.141,0.333,3.84055592721089e-14,"10","Slain1"
1.27915840075056e-18,-0.844770781309781,0.58,0.597,4.12976289682318e-14,"10","Uchl1"
1.47907321336234e-18,-0.876222860885945,0.29,0.44,4.77518786934031e-14,"10","Hunk"
1.57627850584886e-18,0.251451293057267,0.862,0.52,5.08901515613305e-14,"10","Trip12"
1.60403414760365e-18,0.455093760941037,0.878,0.607,5.17862424553839e-14,"10","Rpl10"
1.66002904568878e-18,-1.35714738644076,0.133,0.33,5.35940377400622e-14,"10","Gria1"
1.72402796060071e-18,-0.542906124550655,0.878,0.79,5.5660242707994e-14,"10","Mycbp2"
1.74322853969007e-18,-1.11492997053737,0.229,0.401,5.62801334038939e-14,"10","Cdon"
1.85980227351466e-18,-0.729094224916516,0.13,0.321,6.00437164004206e-14,"10","Serinc2"
1.87405892097804e-18,-0.846864743981454,0.613,0.64,6.05039922637759e-14,"10","Dgki"
2.04431320206458e-18,-0.86033453815107,0.55,0.571,6.60006517286548e-14,"10","Tcf20"
2.11742892638039e-18,0.306553721200452,0.779,0.48,6.83611928881909e-14,"10","Btg1"
2.1326248528921e-18,-0.89378789040786,0.099,0.293,6.88517933756214e-14,"10","Gm43376"
2.86595447632348e-18,-0.634114598165778,0.818,0.714,9.25273402681037e-14,"10","Pebp1"
4.05445341063417e-18,-0.722167797508201,0.064,0.256,1.30898028362324e-13,"10","Grid1"
4.93404836604694e-18,-1.11879147394253,0.091,0.284,1.59295751497825e-13,"10","Kif26b"
5.09616146374234e-18,0.346212225679351,0.837,0.516,1.64529572856921e-13,"10","Rpl36a"
5.29317151100235e-18,-0.947468073701771,0.064,0.253,1.70890042232711e-13,"10","Tmeff2"
5.42580295443672e-18,-0.782757678244998,0.064,0.251,1.75172048383989e-13,"10","Gm50368"
5.77621944516576e-18,-1.05063289997509,0.213,0.384,1.86485244787176e-13,"10","Gm47271"
7.99515153389671e-18,-0.696497607325274,0.099,0.286,2.58123467271855e-13,"10","Gpr45"
8.26921311420837e-18,-1.867617584449,0.108,0.294,2.66971545392217e-13,"10","Tafa2"
8.4584112520657e-18,-0.673214580193797,0.696,0.64,2.73079807272941e-13,"10","Atxn10"
8.70944671606089e-18,-0.762644028268294,0.08,0.271,2.81184487228026e-13,"10","Kcnd3"
8.97751684178145e-18,-0.708805004208452,0.066,0.254,2.89839131236914e-13,"10","5330434G04Rik"
9.23265872680192e-18,-0.646730322411059,0.776,0.706,2.980763869948e-13,"10","Arid1b"
9.57471576621098e-18,-0.830681013385607,0.213,0.387,3.09119698512122e-13,"10","Insm1"
1.00865363100596e-17,-0.544186427292716,0.829,0.722,3.25643824770275e-13,"10","Pum1"
1.14055123732196e-17,-0.814947203486566,0.528,0.585,3.68226966969396e-13,"10","Cd24a"
1.23399625071514e-17,-0.734795262211808,0.735,0.652,3.98395689543384e-13,"10","Kidins220"
1.26291932438508e-17,-0.722890528293202,0.13,0.311,4.07733503877724e-13,"10","Kcnq2"
1.33436516151642e-17,-0.540234082423136,0.892,0.787,4.30799792395576e-13,"10","Kansl1"
1.37302275986105e-17,0.259037882541231,0.815,0.482,4.43280398021139e-13,"10","Dennd5a"
1.54888590307997e-17,-0.756960187486196,0.108,0.293,5.00057813809367e-13,"10","Gm14964"
1.71930248546517e-17,-0.714850680474534,0.127,0.306,5.55076807432432e-13,"10","Unc13a"
1.78007471989265e-17,-0.685991411552121,0.061,0.248,5.74697123317344e-13,"10","Gm11149"
2.40009752510078e-17,-0.828327271049702,0.423,0.508,7.74871485978787e-13,"10","Gdpd1"
2.42415068439514e-17,-0.718967122840229,0.204,0.376,7.8263704845697e-13,"10","Kif3c"
2.58011996135938e-17,-1.03989713252231,0.787,0.686,8.32991729524875e-13,"10","Pam"
2.70384869879117e-17,-0.80341897058099,0.05,0.232,8.72937552404731e-13,"10","Gm32509"
2.82111274685568e-17,0.310220365974752,0.831,0.524,9.10796250322356e-13,"10","Gapdh"
3.03202470705524e-17,-1.05324792028086,0.097,0.282,9.78889176672786e-13,"10","E130114P18Rik"
3.05323212131637e-17,-0.668015118518592,0.091,0.279,9.85735990366989e-13,"10","Arfgef3"
3.41079629526459e-17,-1.08262951199497,0.53,0.566,1.10117558392617e-12,"10","Ssbp2"
3.98446374529361e-17,0.306978505254237,0.829,0.53,1.28638412016804e-12,"10","Dnajc1"
4.21378350849719e-17,-0.623395655954331,0.08,0.263,1.36042000571832e-12,"10","Chic1"
4.22055286194349e-17,0.478244518322954,0.972,0.826,1.36260549147846e-12,"10","Rpl41"
4.34217263053955e-17,-0.663586510663896,0.144,0.323,1.4018704337697e-12,"10","Tmod2"
5.55892445566851e-17,0.56650911609091,0.961,0.792,1.79469876051258e-12,"10","Rps7"
5.67623191051791e-17,-0.671272836383066,0.122,0.304,1.83257147231071e-12,"10","Scrt1"
6.03998988689641e-17,0.273005702552728,0.925,0.619,1.9500107349845e-12,"10","Ppp1r12a"
6.06832676278757e-17,-0.676567492998964,0.144,0.321,1.95915929536597e-12,"10","Brsk2"
7.93199533825699e-17,-0.686649264055563,0.083,0.268,2.56084469495627e-12,"10","Myo16"
8.56561120512039e-17,-0.704276980624441,0.21,0.374,2.76540757757312e-12,"10","Clip3"
9.38750036193209e-17,-0.579033268820632,0.815,0.73,3.03075449184978e-12,"10","Pnisr"
1.01608422585138e-16,-0.839540816144217,0.32,0.451,3.28042792316118e-12,"10","Mn1"
1.10945289093282e-16,-0.73951277818401,0.127,0.303,3.5818686583766e-12,"10","Olfm2"
1.18175514226097e-16,-0.618183334077956,0.105,0.29,3.81529647678954e-12,"10","Bmerb1"
1.19872200606452e-16,-0.640084825259351,0.08,0.261,3.8700739965793e-12,"10","Shank2"
1.33369637769428e-16,-0.774364890155005,0.235,0.394,4.30583875538599e-12,"10","Fxyd6"
1.36601365398046e-16,0.274612183494224,0.867,0.583,4.4101750818759e-12,"10","Rock1"
1.4758443872415e-16,-0.635992818486331,0.776,0.693,4.7647636042092e-12,"10","Hnrnph1"
1.72936937037137e-16,-0.650566712271552,0.105,0.284,5.58326901224396e-12,"10","Mmd2"
1.78280092631368e-16,-0.465414607837958,0.903,0.807,5.75577279060372e-12,"10","Rtn4"
1.78909693942328e-16,-0.609791393809895,0.754,0.706,5.77609946892806e-12,"10","Tut4"
1.83078784756306e-16,-0.794854055920965,0.32,0.452,5.91069856585734e-12,"10","Pou6f1"
1.91384863695087e-16,-0.753837827910027,0.177,0.347,6.17886032439589e-12,"10","Neto2"
1.99428598514352e-16,-0.959528349955036,0.102,0.28,6.43855230303586e-12,"10","Fgf12"
2.07338701150459e-16,-1.35441445786984,0.097,0.274,6.69392996664258e-12,"10","Cdh12"
2.38304789435811e-16,-0.601982439301887,0.047,0.219,7.69367012693514e-12,"10","Srrm4os"
2.44708100301173e-16,0.260185982102041,0.776,0.464,7.90040101822336e-12,"10","Nrd1"
3.25957454626871e-16,-0.652102104320416,0.11,0.287,1.05235364226285e-11,"10","Atp2b2"
3.59128989367177e-16,0.309624677341904,0.865,0.652,1.15944794217193e-11,"10","Oaz1"
3.8120525775826e-16,-0.581835937496929,0.116,0.296,1.23072117467254e-11,"10","Wasf1"
4.6657950040077e-16,-0.729224198575868,0.74,0.671,1.50635191704388e-11,"10","Phip"
5.17875737978704e-16,-0.630731669709582,0.122,0.297,1.67196182006425e-11,"10","Celf5"
5.2290791479254e-16,-0.845753574988635,0.354,0.464,1.68820820290771e-11,"10","Pkia"
5.31235767154154e-16,-0.671357273468515,0.213,0.38,1.71509467425718e-11,"10","Scn8a"
6.11315807343325e-16,-0.935966421422878,0.602,0.601,1.97363308400792e-11,"10","Ckb"
6.39234941923697e-16,0.376288337758328,0.934,0.766,2.06377001000066e-11,"10","Rps9"
6.51015907276447e-16,-1.48473907606381,0.119,0.29,2.10180485664201e-11,"10","Lrfn5"
6.73234949131961e-16,-0.590333646899094,0.854,0.788,2.17353903327254e-11,"10","Rsrp1"
6.89182287704393e-16,-0.895290595190951,0.475,0.529,2.22502501585363e-11,"10","Pde10a"
7.10355400593883e-16,-0.763749279015641,0.536,0.559,2.29338241081735e-11,"10","Smarcc2"
7.14143056813156e-16,-0.75694587830528,0.638,0.611,2.30561085892128e-11,"10","Klhdc10"
8.48685935689411e-16,-0.698932947758872,0.119,0.294,2.73998254337326e-11,"10","Foxp4"
9.15884705638747e-16,-0.795994573585292,0.348,0.456,2.95693377215469e-11,"10","Wdr47"
9.31513673485088e-16,-1.64306980610745,0.105,0.282,3.00739189484661e-11,"10","Sox2ot"
9.55850312783393e-16,0.262314927751788,0.865,0.584,3.08596273482118e-11,"10","Ktn1"
1.24042774253533e-15,-0.749412129954553,0.077,0.248,4.00472096677531e-11,"10","Trim9"
1.43081602156746e-15,-0.685596758930567,0.094,0.264,4.61938952563055e-11,"10","Lix1"
1.64438311090305e-15,-1.2761474954327,0.102,0.27,5.3088908735505e-11,"10","Sgcd"
1.64453765782459e-15,-0.830451163782742,0.376,0.466,5.30938982828668e-11,"10","Atp9a"
1.65000390546174e-15,-0.779842069566588,0.588,0.576,5.32703760878323e-11,"10","Cirbp"
1.87229109380245e-15,-1.62694704583721,0.102,0.27,6.04469179634121e-11,"10","Kirrel3"
2.13050101307193e-15,-0.751099173703751,0.061,0.227,6.87832252070273e-11,"10","Slc1a2"
2.13971282502004e-15,-0.807843263564964,0.354,0.47,6.90806285557718e-11,"10","Stmn4"
2.17026183399358e-15,-0.767083081843109,0.097,0.266,7.00669033104829e-11,"10","Gria3"
2.18675757736546e-15,-0.827403679707715,0.273,0.409,7.0599468385244e-11,"10","Rcor2"
2.32516832625015e-15,-0.636894903022507,0.094,0.265,7.50680594129861e-11,"10","Myt1"
2.42193541963893e-15,0.316835883339202,0.773,0.482,7.8192185023043e-11,"10","Eif5a"
2.64893814095299e-15,-0.599528890548226,0.138,0.309,8.55209678806672e-11,"10","Lrch2"
2.68272774926041e-15,-0.848644005644961,0.097,0.263,8.66118653848724e-11,"10","Ptpro"
2.71804497008848e-15,-0.535755910521865,0.047,0.212,8.77520818593066e-11,"10","Irs1"
2.82206823048571e-15,-0.810669360734335,0.552,0.553,9.11104728212312e-11,"10","Ssbp3"
2.94121895313104e-15,-0.817381099449994,0.32,0.44,9.49572539018355e-11,"10","Tagln3"
3.70335460889273e-15,-0.796266302371441,0.53,0.543,1.19562803548102e-10,"10","Rufy3"
3.7726280931614e-15,-0.614399768415889,0.135,0.303,1.21799297987716e-10,"10","Vps37d"
3.88463624603147e-15,-0.797251560295762,0.434,0.498,1.25415481203126e-10,"10","Casc4"
4.02678687804866e-15,-1.0990144476775,0.185,0.341,1.30004814357801e-10,"10","Bcl11b"
4.07967638162343e-15,-0.817118315892597,0.088,0.256,1.31712351980713e-10,"10","Pax6"
4.42374246549349e-15,0.354119515327271,0.95,0.704,1.42820525498457e-10,"10","Rpl17"
4.43079855485697e-15,-0.580113216739566,0.801,0.708,1.43048331343557e-10,"10","Hnrnpdl"
4.4566751148695e-15,0.337576483289871,0.782,0.494,1.43883756083562e-10,"10","Nme2"
4.53501759205204e-15,0.264035296194336,0.782,0.486,1.464130429594e-10,"10","Dstn"
4.82531897113446e-15,-0.69037983863801,0.13,0.303,1.55785422983076e-10,"10","Gm48512"
4.90041996201016e-15,-0.815954544591308,0.362,0.459,1.58210058473498e-10,"10","Zfp57"
5.15469868194482e-15,0.538516560564934,0.895,0.65,1.66419446946589e-10,"10","Arl15"
5.8695221449672e-15,-0.542927179414675,0.108,0.275,1.89497522450266e-10,"10","Cyfip2"
6.0391038973151e-15,-0.747387235312178,0.685,0.642,1.94972469324818e-10,"10","Rev3l"
6.51800029753274e-15,-0.691411989054186,0.199,0.351,2.10433639605845e-10,"10","Arhgap39"
